Name,Height,Weight,Season,Age,Team,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Giannis Antetokounmpo,NA,NA,2019-20,25,MIL,NBA,PF,57,1763,31.6,0.608,0.238,0.5,7.8,34.5,22,33.9,1.5,2.9,13.1,37.4,5.6,4.8,10.4,0.282,7.4,4.1,11.5,6
Kostas Antetokounmpo,NA,NA,2018-19,21,DAL,NBA,PF,2,11,-0.9,0.21,0,1.333,0,9.7,4.9,0,8.8,0,17.4,22.5,-0.1,0,-0.1,-0.247,-12.6,-0.1,-12.7,0
Kostas Antetokounmpo,NA,NA,2019-20,22,LAL,NBA,PF,3,5,8.6,NA,NA,NA,0,21.3,10.9,22.4,0,0,NA,0,0,0,0,0.136,1.2,3.1,4.3,0
Thanasis Antetokounmpo,78,205,2015-16,23,NYK,NBA,SF,2,6,32.9,0.75,0.25,0,0,17.9,9.1,0,0,0,0,30.2,0,0,0,0.291,3.7,2.2,5.9,0
Thanasis Antetokounmpo,78,205,2019-20,27,MIL,NBA,SF,18,93,14.2,0.528,0.194,0.417,12.4,8,10.1,13.8,2.9,1.9,20.5,23.8,0,0.2,0.2,0.083,-4,1.7,-2.3,0
Carmelo Anthony,80,240,2003-04,19,DEN,NBA,SF,82,2995,17.6,0.509,0.146,0.358,6.8,12.1,9.4,13.8,1.7,1,12.7,28.5,3.7,2.4,6.1,0.098,1.6,-1.6,0,1.5
Carmelo Anthony,80,240,2004-05,20,DEN,NBA,SF,75,2608,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.4,-1.6,-1.2,0.5
Carmelo Anthony,80,240,2005-06,21,DEN,NBA,SF,80,2941,22,0.563,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,6.8,2.6,9.4,0.153,3.5,-0.9,2.7,3.5
Carmelo Anthony,80,240,2006-07,22,DEN,NBA,SF,65,2486,22.1,0.552,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,0.14,3.2,-1.3,1.9,2.5
Carmelo Anthony,80,240,2007-08,23,DEN,NBA,SF,77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,5.2,3,8.2,0.14,2.5,-0.9,1.6,2.5
Carmelo Anthony,80,240,2008-09,24,DEN,NBA,SF,66,2277,19,0.532,0.141,0.388,5.6,17,11.5,18.1,1.7,0.8,12.3,31.5,2.4,2.6,5,0.105,1.5,-1,0.5,1.5
Carmelo Anthony,80,240,2009-10,25,DEN,NBA,SF,69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,3.5,-1.2,2.3,2.9
Carmelo Anthony,80,240,2010-11,26,TOT,NBA,SF,77,2751,21.7,0.557,0.167,0.403,5,18.3,11.8,14.7,1.2,1.3,10.4,32,5.4,2.5,7.9,0.138,3.2,-1.2,1.9,2.7
Carmelo Anthony,80,240,2011-12,27,NYK,NBA,SF,55,1876,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21,1.7,1,10.8,31.8,3.7,2.6,6.2,0.16,3.8,-0.2,3.6,2.7
Carmelo Anthony,80,240,2012-13,28,NYK,NBA,PF,67,2482,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2,9.5,0.184,6,-1.7,4.3,3.9
Carmelo Anthony,80,240,2013-14,29,NYK,NBA,PF,77,2982,24.4,0.561,0.253,0.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,5.8,-0.8,5,5.3
Carmelo Anthony,80,240,2014-15,30,NYK,NBA,SF,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,4.9,-1.9,3,1.8
Carmelo Anthony,80,240,2015-16,31,NYK,NBA,SF,72,2530,20.3,0.53,0.237,0.308,4.3,19.5,12,21.9,1.3,1.1,10.6,29.7,3.9,2.5,6.4,0.121,3.8,-0.5,3.3,3.4
Carmelo Anthony,80,240,2016-17,32,NYK,NBA,SF,74,2538,17.9,0.535,0.303,0.263,2.6,16,9.3,14.5,1.2,1.1,9,29.1,3.2,1.5,4.7,0.089,2.3,-1.6,0.7,1.7
Carmelo Anthony,80,240,2017-18,33,OKC,NBA,PF,78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-0.6,-1.3,-1.9,0
Carmelo Anthony,80,240,2018-19,34,HOU,NBA,PF,10,294,10.9,0.513,0.529,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-1.3,-1.4,-2.7,-0.1
Carmelo Anthony,80,240,2019-20,35,POR,NBA,PF,50,1623,12.2,0.517,0.286,0.197,4,15.8,10,7,1.2,1.2,10.5,21.6,0.1,0.9,1,0.029,-1.9,-1.8,-3.7,-0.7
OG Anunoby,79,232,2017-18,20,TOR,NBA,SF,74,1481,10,0.587,0.569,0.179,3.4,10.4,7,5,1.7,0.8,10.8,12.4,1.4,1.6,3,0.098,-1.2,0.6,-0.6,0.5
OG Anunoby,79,232,2018-19,21,TOR,NBA,SF,67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2,0.07,-2.4,0.1,-2.4,-0.1
OG Anunoby,79,232,2019-20,22,TOR,NBA,SF,63,1897,13.2,0.598,0.408,0.163,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,1.8,3.3,5.1,0.13,-0.9,1.8,0.9,1.4
Ryan Arcidiacono,NA,NA,2017-18,23,CHI,NBA,PG,24,304,7.3,0.55,0.756,0.146,0.3,8.8,4.4,15.5,2.1,0,23,8.1,0.1,0.2,0.3,0.04,-4.7,0.6,-4.1,-0.2
Ryan Arcidiacono,NA,NA,2018-19,24,CHI,NBA,PG,81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12,11.7,2.8,0.9,3.7,0.09,-2,0.1,-1.9,0.1
Ryan Arcidiacono,NA,NA,2019-20,25,CHI,NBA,PG,58,930,9,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.07,-2.7,-0.1,-2.8,-0.2
Trevor Ariza,NA,NA,2004-05,19,NYK,NBA,SF,80,1382,13.3,0.503,0.033,0.447,7.5,13.1,10.3,9.8,2.7,1,13.6,17.8,0.8,1.3,2.1,0.073,-1.2,0.6,-0.6,0.5
Trevor Ariza,NA,NA,2005-06,20,TOT,NBA,SF,57,999,11.8,0.468,0.022,0.562,9.6,17.1,13.3,9.8,3,0.9,18,15.8,-0.1,1,0.9,0.043,-1.8,1.1,-0.7,0.3
Trevor Ariza,NA,NA,2006-07,21,ORL,NBA,SG,57,1278,16.2,0.567,0.019,0.461,9.7,14.2,12,8.9,2.5,1.2,15.8,19.2,1.5,1.9,3.4,0.128,0.4,1.3,1.6,1.2
Trevor Ariza,NA,NA,2007-08,22,TOT,NBA,SF,35,546,16.1,0.568,0.132,0.551,6.4,15.4,11.1,11.8,2.9,1.5,12,15.6,0.9,0.9,1.8,0.157,0.4,2.3,2.8,0.7
Trevor Ariza,NA,NA,2008-09,23,LAL,NBA,SF,82,1999,15.5,0.544,0.32,0.284,6.4,13.5,10,10.4,3.5,0.9,11.5,16.6,2.5,3.5,6.1,0.146,0.2,2.2,2.4,2.3
Trevor Ariza,NA,NA,2009-10,24,HOU,NBA,SF,72,2629,13.3,0.488,0.407,0.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,0.1,3.1,3.2,0.058,-0.4,0.9,0.5,1.7
Trevor Ariza,NA,NA,2010-11,25,NOH,NBA,SF,75,2600,11.3,0.487,0.356,0.259,2.8,16.4,9.5,10,2.5,1,12.2,17.7,-0.4,3.8,3.4,0.062,-1.7,1.3,-0.4,1
Trevor Ariza,NA,NA,2011-12,26,NOH,NBA,SF,41,1350,14.2,0.496,0.216,0.253,3.7,15.1,9.5,16.8,2.8,1.5,14.5,18.4,0.5,1.7,2.2,0.078,-0.4,1.7,1.3,1.1
Trevor Ariza,NA,NA,2012-13,27,WAS,NBA,SF,56,1471,14,0.538,0.463,0.211,3.3,16.9,10,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,0.102,0.1,2,2.1,1.6
Trevor Ariza,NA,NA,2013-14,28,WAS,NBA,SF,77,2723,15.8,0.59,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,4.3,3.7,8,0.141,1.3,1,2.3,3
Trevor Ariza,NA,NA,2014-15,29,HOU,NBA,SF,82,2930,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,6.6,0.108,-0.1,1.1,1,2.2
Trevor Ariza,NA,NA,2015-16,30,HOU,NBA,SF,81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,0.1,0.3,0.4,1.7
Trevor Ariza,NA,NA,2016-17,31,HOU,NBA,SF,80,2773,12.4,0.548,0.695,0.158,2.1,15.9,9,8.8,2.5,0.6,7.9,14.1,2.8,3.2,6,0.104,-0.1,1.1,1,2.1
Trevor Ariza,NA,NA,2017-18,32,HOU,NBA,SF,67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0,0.7,0.7,1.5
Trevor Ariza,NA,NA,2018-19,33,TOT,NBA,SF,69,2349,12,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052,-0.7,-0.6,-1.3,0.4
Trevor Ariza,NA,NA,2019-20,34,TOT,NBA,SF,53,1493,11,0.593,0.639,0.228,2.5,15.6,9,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6
Jamel Artis,79,213,2017-18,25,ORL,NBA,SG,15,279,6.9,0.457,0.367,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0,-0.006,-3.8,-1.6,-5.4,-0.2
D.J. Augustin,71,183,2008-09,21,CHA,NBA,PG,72,1908,14.9,0.587,0.396,0.375,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,3.6,1.5,5.1,0.128,1.4,-0.5,0.9,1.4
D.J. Augustin,71,183,2009-10,22,CHA,NBA,PG,80,1472,11.2,0.516,0.409,0.301,0.9,6.9,4,21.7,1.6,0.3,13.1,17.9,1.1,1.7,2.8,0.092,-1.5,0.3,-1.1,0.3
D.J. Augustin,71,183,2010-11,23,CHA,NBA,PG,82,2757,15.9,0.541,0.348,0.31,1.7,8.3,4.9,31.1,1,0.1,12.5,21.2,4.9,1.3,6.2,0.108,1.7,-1.6,0.1,1.5
D.J. Augustin,71,183,2011-12,24,CHA,NBA,PG,48,1408,14.1,0.493,0.368,0.246,1.9,7.2,4.4,38.9,1.3,0.1,16.9,21.3,0.7,-0.2,0.5,0.018,0.7,-3.2,-2.5,-0.2
D.J. Augustin,71,183,2012-13,25,IND,NBA,PG,76,1226,11,0.527,0.646,0.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,1.4,1.5,2.8,0.112,-0.7,0.1,-0.6,0.5
D.J. Augustin,71,183,2013-14,26,TOT,NBA,PG,71,1939,16.2,0.569,0.462,0.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,3.8,2.4,6.2,0.154,1.9,-0.4,1.4,1.7
D.J. Augustin,71,183,2014-15,27,TOT,NBA,PG,82,1964,13.9,0.527,0.38,0.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,2.5,0.9,3.4,0.083,0.4,-1.6,-1.2,0.4
D.J. Augustin,71,183,2015-16,28,TOT,NBA,PG,62,1178,13.9,0.575,0.48,0.366,0.8,8,4.4,25.3,1.6,0.3,17.1,18,2,0.6,2.6,0.106,0.6,-1.1,-0.4,0.4
D.J. Augustin,71,183,2016-17,29,ORL,NBA,PG,78,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-1.2,-1.8,-3,-0.4
D.J. Augustin,71,183,2017-18,30,ORL,NBA,PG,75,1760,15.4,0.615,0.504,0.35,1.9,8.2,5,24.4,1.5,0,16.5,18.6,3.3,0.8,4.1,0.11,1,-1.2,-0.2,0.8
D.J. Augustin,71,183,2018-19,31,ORL,NBA,PG,81,2269,15.7,0.616,0.459,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,5,1.9,6.9,0.146,1.1,-0.7,0.5,1.4
D.J. Augustin,71,183,2019-20,32,ORL,NBA,PG,49,1215,14.2,0.548,0.438,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,1.8,0.8,2.6,0.101,-0.3,-1,-1.4,0.2
Deandre Ayton,83,250,2018-19,20,PHO,NBA,C,71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2
Deandre Ayton,83,250,2019-20,21,PHO,NBA,C,30,996,20.4,0.571,0.006,0.168,13.5,27,20.1,9.7,1,4.5,12.4,24.3,1.1,1.3,2.4,0.117,0.8,-0.4,0.5,0.6
Dwayne Bacon,78,221,2017-18,22,CHO,NBA,SG,53,713,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5
Dwayne Bacon,78,221,2018-19,23,CHO,NBA,SG,43,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3
Dwayne Bacon,78,221,2019-20,24,CHO,NBA,SG,39,687,6.1,0.419,0.275,0.217,2.3,14,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8
Marvin Bagley,83,240,2018-19,19,SAC,NBA,PF,62,1567,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1,3.2,10.7,24.2,2,1.6,3.6,0.11,0.5,-1.5,-1,0.4
Marvin Bagley,83,240,2019-20,20,SAC,NBA,PF,13,334,15.7,0.512,0.132,0.186,9.5,23.6,16.4,5,0.9,3.4,9.1,25.9,0,0.4,0.4,0.055,-2.1,-1.3,-3.4,-0.1
Ron Baker,76,220,2016-17,23,NYK,NBA,SG,52,857,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6
Ron Baker,76,220,2017-18,24,NYK,NBA,SG,29,385,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2
Ron Baker,76,220,2018-19,25,TOT,NBA,SG,15,152,2.5,0.309,0.65,0.3,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2
Wade Baldwin,76,200,2016-17,20,MEM,NBA,PG,33,405,6.5,0.404,0.191,0.322,3,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.041,-5.8,0.3,-5.5,-0.3
Wade Baldwin,76,200,2017-18,21,POR,NBA,PG,7,80,16.6,0.748,0.238,0.476,1.4,9.5,5.5,9.8,1.2,1,13.6,16.1,0.2,0.1,0.3,0.187,0.2,1.7,1.9,0.1
Wade Baldwin,76,200,2018-19,22,POR,NBA,PG,16,94,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2
Lonzo Ball,NA,NA,2017-18,20,LAL,NBA,PG,52,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2,18.6,17.4,-0.5,2.5,2,0.053,-0.7,1.6,1,1.3
Lonzo Ball,NA,NA,2018-19,21,LAL,NBA,PG,47,1423,11.7,0.487,0.5,0.105,4,14,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,0.052,-1.6,1.3,-0.3,0.6
Lonzo Ball,NA,NA,2019-20,22,NOP,NBA,PG,56,1817,13.7,0.529,0.578,0.107,3.6,16.6,10.1,29.3,2,1.4,20.7,18.6,0.7,1.9,2.6,0.068,0.4,0.6,1,1.3
Mohamed Bamba,NA,NA,2018-19,20,ORL,NBA,C,47,766,14.9,0.539,0.288,0.259,8.8,24,16.3,7.4,0.8,7,13.7,17.8,0.3,1.4,1.7,0.106,-2.8,1.4,-1.4,0.1
Mohamed Bamba,NA,NA,2019-20,21,ORL,NBA,C,60,868,17.8,0.549,0.369,0.163,11.7,25.7,18.5,7.3,1.2,8.9,12.2,17.2,0.9,1.7,2.5,0.14,-1.1,1.7,0.5,0.6
J.J. Barea,NA,NA,2006-07,22,DAL,NBA,PG,33,191,9.6,0.44,0.269,0.308,4.5,11.1,7.9,20.4,0.3,0.4,13.7,25,-0.1,0.2,0.1,0.015,-2.9,-2.3,-5.2,-0.2
J.J. Barea,NA,NA,2007-08,23,DAL,NBA,PG,44,460,11.7,0.515,0.318,0.206,1,10.5,5.9,20.6,1.6,0.2,15.9,22.3,0,0.5,0.5,0.052,-1.7,-0.2,-1.9,0
J.J. Barea,NA,NA,2008-09,24,DAL,NBA,SG,79,1600,13.4,0.516,0.276,0.167,2.6,10,6.4,26.4,1.2,0.2,14.9,20.2,1.2,1,2.2,0.066,-0.4,-1.1,-1.5,0.2
J.J. Barea,NA,NA,2009-10,25,DAL,NBA,PG,78,1546,12.8,0.526,0.298,0.171,1.3,9.5,5.4,26.1,1.2,0.3,15.3,19.9,1,1.2,2.2,0.069,-0.6,-0.7,-1.3,0.3
J.J. Barea,NA,NA,2010-11,26,DAL,NBA,PG,81,1669,14.8,0.535,0.291,0.242,2.1,8.8,5.6,31.2,0.9,0,15.9,23.9,1.9,1.4,3.2,0.093,0.5,-1,-0.5,0.6
J.J. Barea,NA,NA,2011-12,27,MIN,NBA,PG,41,1032,14.9,0.502,0.342,0.234,1.5,10.8,6.1,39,1,0,18.3,24.3,0.8,0.4,1.2,0.056,1.1,-2.1,-1,0.3
J.J. Barea,NA,NA,2012-13,28,MIN,NBA,PG,74,1713,14.1,0.51,0.369,0.177,2.2,11.9,6.9,30.6,1,0,15.1,25.1,0.8,1,1.9,0.053,0.7,-1.3,-0.6,0.6
J.J. Barea,NA,NA,2013-14,29,MIN,NBA,PG,79,1471,11.6,0.471,0.352,0.152,1.2,10.5,5.7,32.7,0.9,0,15.2,23.9,-0.1,0.9,0.7,0.024,-0.9,-1.8,-2.7,-0.3
J.J. Barea,NA,NA,2014-15,30,DAL,NBA,PG,77,1362,15.1,0.502,0.312,0.175,1.8,9,5.4,29.6,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,0.8,-1.1,-0.3,0.6
J.J. Barea,NA,NA,2015-16,31,DAL,NBA,PG,74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5,31.5,0.8,0.1,13,23.8,2.1,0.7,2.8,0.082,1.6,-1.6,0,0.9
J.J. Barea,NA,NA,2016-17,32,DAL,NBA,PG,35,771,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,3,-1.5,1.5,0.7
J.J. Barea,NA,NA,2017-18,33,DAL,NBA,PG,69,1603,17.8,0.545,0.454,0.148,1,13.4,7,45.1,1.1,0.2,16.3,24.9,2.3,1,3.3,0.098,2.7,-1.5,1.2,1.3
J.J. Barea,NA,NA,2018-19,34,DAL,NBA,PG,38,752,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1,0.064,1.2,-1.8,-0.6,0.3
J.J. Barea,NA,NA,2019-20,35,DAL,NBA,PG,26,391,14.9,0.519,0.425,0.101,2.7,10,6.4,37.7,0.5,0.4,15.8,24.3,0.5,0.2,0.7,0.084,1.8,-2.7,-1,0.1
Harrison Barnes,80,225,2012-13,20,GSW,NBA,SF,81,2058,11,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1
Harrison Barnes,80,225,2013-14,21,GSW,NBA,SF,78,2204,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10,16.8,0.4,2.8,3.2,0.07,-2.2,0.5,-1.6,0.2
Harrison Barnes,80,225,2014-15,22,GSW,NBA,SF,82,2318,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,3.7,3,6.7,0.139,0.2,-0.1,0.1,1.2
Harrison Barnes,80,225,2015-16,23,GSW,NBA,SF,66,2042,12.3,0.559,0.338,0.212,4.3,12.4,8.6,7.8,1,0.4,7.6,15.9,3.1,1.9,4.9,0.116,-0.2,-1.1,-1.3,0.3
Harrison Barnes,80,225,2016-17,24,DAL,NBA,PF,79,2803,16.3,0.541,0.173,0.22,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,2.5,2.1,4.6,0.078,0.4,-1.2,-0.8,0.8
Harrison Barnes,80,225,2017-18,25,DAL,NBA,PF,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2,1.9,3.8,0.07,0.8,-1.3,-0.5,1
Harrison Barnes,80,225,2018-19,26,TOT,NBA,PF-SF,77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,2,1.6,3.6,0.068,-0.2,-1.2,-1.4,0.4
Harrison Barnes,80,225,2019-20,27,SAC,NBA,PF,64,2231,13.3,0.575,0.342,0.343,3,12.7,7.7,9.9,0.8,0.4,8.9,17.6,3.1,1.1,4.2,0.091,0,-1.2,-1.2,0.5
RJ Barrett,NA,NA,2019-20,19,NYK,NBA,SG,56,1704,10.7,0.479,0.271,0.349,3,14.8,8.7,12.8,1.6,0.9,12.9,24,-1.6,1.1,-0.5,-0.015,-2.8,-1.5,-4.3,-1
Will Barton,77,175,2012-13,22,POR,NBA,SG,73,894,9.1,0.437,0.21,0.21,4.6,14.3,9.4,10.4,2,0.8,15.1,20.4,-1.1,0.6,-0.5,-0.028,-4,-0.6,-4.6,-0.6
Will Barton,77,175,2013-14,23,POR,NBA,SG,41,387,13.5,0.488,0.212,0.205,4.5,16,10.3,13.3,1.2,1.3,9.6,21.2,0.3,0.4,0.6,0.078,-1.2,-0.1,-1.3,0.1
Will Barton,77,175,2014-15,24,TOT,NBA,SG,58,983,13.6,0.503,0.241,0.266,2.8,15.3,8.9,13,2.5,1.5,13.4,20.2,0.2,1.1,1.3,0.063,-1.2,1.1,-0.2,0.4
Will Barton,77,175,2015-16,25,DEN,NBA,SG,82,2353,16,0.535,0.331,0.273,2.7,20,11.2,14.4,1.5,1.3,11.2,23,2.4,1.9,4.3,0.088,1.2,-0.4,0.8,1.7
Will Barton,77,175,2016-17,26,DEN,NBA,SG,60,1705,15.5,0.547,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,2.5,0.8,3.3,0.093,1.2,-1,0.2,1
Will Barton,77,175,2017-18,27,DEN,NBA,SG,81,2683,16.2,0.562,0.411,0.22,3,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1
Will Barton,77,175,2018-19,28,DEN,NBA,SF,43,1189,11,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0
Will Barton,77,175,2019-20,29,DEN,NBA,SF,58,1916,15.7,0.549,0.39,0.18,4.4,16.8,10.6,16,1.6,1.4,9.9,20,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5
Keita Bates-Diop,80,229,2018-19,23,MIN,NBA,SF,30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2
Keita Bates-Diop,80,229,2019-20,24,TOT,NBA,SF,39,665,12.6,0.541,0.452,0.332,3.2,15,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2
Nicolas Batum,NA,NA,2008-09,20,POR,NBA,SF,79,1454,12.9,0.555,0.465,0.144,7,11.8,9.4,7.8,1.9,2.2,11.5,14,2.1,1.6,3.7,0.123,0.4,1,1.4,1.2
Nicolas Batum,NA,NA,2009-10,21,POR,NBA,SF,37,918,17.3,0.646,0.493,0.19,4.3,14.8,9.5,8,1.4,2.2,8.5,16.4,2.4,1.1,3.5,0.181,2.8,1.1,3.9,1.4
Nicolas Batum,NA,NA,2010-11,22,POR,NBA,SF,80,2522,14.8,0.563,0.424,0.203,5.1,12.8,8.8,8.1,1.5,1.6,8.6,17.8,4.4,2.3,6.6,0.126,1.1,0,1.1,2
Nicolas Batum,NA,NA,2011-12,23,POR,NBA,SF,59,1791,17.3,0.575,0.427,0.248,5.2,12.6,8.8,7.9,1.7,2.6,11.2,20.5,3.3,1.4,4.8,0.127,2.6,0,2.5,2
Nicolas Batum,NA,NA,2012-13,24,POR,NBA,SF,73,2807,15.7,0.566,0.533,0.252,4,13.2,8.5,20.3,1.7,2.2,17,18.2,3.8,1.9,5.8,0.099,2.3,0.5,2.8,3.4
Nicolas Batum,NA,NA,2013-14,25,POR,NBA,SF,82,2956,15.8,0.589,0.491,0.248,4.3,17.8,11.1,20.9,1.3,1.3,18.6,16.5,4.8,3.1,7.9,0.128,2.2,1.2,3.4,4
Nicolas Batum,NA,NA,2014-15,26,POR,NBA,SF,71,2380,13.1,0.516,0.515,0.163,2.8,15.6,9.4,20.5,1.7,1.2,17,14.6,2,3.2,5.2,0.105,0.3,1.8,2.1,2.4
Nicolas Batum,NA,NA,2015-16,27,CHO,NBA,SF,70,2448,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,2,2.9,5,0.097,1.1,0.1,1.2,2
Nicolas Batum,NA,NA,2016-17,28,CHO,NBA,SG,77,2617,15.8,0.529,0.415,0.291,1.9,18.4,10.1,27.7,1.6,1,15,22.3,1.7,2.8,4.6,0.084,0.6,0.2,0.8,1.9
Nicolas Batum,NA,NA,2017-18,29,CHO,NBA,SG,64,1981,14.4,0.523,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1,15.6,18.3,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2
Nicolas Batum,NA,NA,2018-19,30,CHO,NBA,SF,75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2,1.7,3.7,0.076,-0.7,0.4,-0.3,1
Nicolas Batum,NA,NA,2019-20,31,CHO,NBA,SF,22,505,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.7,0.9,-1.9,0
